stat_id,eshcol,pop_thou
30001512,2.0,
30001513,2.0,
30001514,3.0,
30001521,3.0,
30001522,3.0,
30001523,3.0,
30001611,4.0,
30001612,4.0,
30001613,4.0,
30001614,4.0,
30001621,11.0,
30001622,11.0,8.8
30001623,11.0,1.0
30001631,9.0,3.1
30001632,11.0,5.9
30001633,10.0,5.0
30001634,12.0,4.6
30001641,10.0,3.6
30001642,11.0,2.7
30001643,12.0,2.6
30001644,12.0,1.6
34881,,0.9
35551,,
35561,,
35571,11.0,3.7
35581,,
35601,16.0,3.4
35611,,
35631,,1.4
35641,,1.4
35651,,0.6
35661,,
35671,,
35681,,
35691,,
35701,10.0,2.3
35702,11.0,2.9
35703,11.0,4.1
35704,11.0,4.1
35705,11.0,4.1
35711,,0.7
35721,,0.9
35731,,1.0
35741,10.0,5.3
35751,,0.9
35761,,1.7
35781,,
35791,,1.4
35981,,
35991,,
36011,,
36021,,0.5
36031,,0.5
36041,,2.9
36051,,
36061,,
36071,,
36081,10.0,1.3
36091,,
36101,,
36111,9.0,6.5
36121,,
36131,,
36141,,
36151,,
36161,10.0,
36162,10.0,6.0
36163,,
36164,12.0,3.3
36165,9.0,4.1
36166,10.0,2.4
36167,10.0,4.2
36168,10.0,5.4
36169,10.0,4.6
361610,11.0,3.6
36171,,3.2
36181,,1.7
36191,,
36201,,
36371,,0.7
36381,,2.9
36391,,
36401,12.0,6.2
36411,,2.0
36431,,0.8
36441,,1.1
36451,,
36461,,
36471,,1.1
36481,,
36491,,0.6
36501,14.0,6.9
36511,,1.1
36521,13.0,3.6
36531,,
36541,,1.3
36551,,0.9
36561,,
36571,,
36581,,0.7
36591,,1.5
36601,4.0,2.8
37091,,1.4
37101,,1.4
37121,,0.5
37131,,
37151,,0.8
37171,,
37191,,
37201,,4.3
37221,,0.5
37231,,
37241,,
37251,,1.7
37261,,1.2
37271,,
37301,11.0,2.1
37302,11.0,3.1
37303,9.0,5.1
37304,,
37431,,0.5
37451,,
37461,,0.6
37471,,1.1
37481,,0.8
37491,,0.8
37501,14.0,6.3
37511,,
37521,,0.7
37541,,
37561,,0.8
37591,,
37601,15.0,5.7
37621,,1.0
37631,,3.9
37641,,
37651,,2.9
37661,,0.7
37671,,
37681,,1.1
37691,18.0,2.9
37701,,2.5
37781,,0.7
37791,,5.5
37801,3.0,3.3
37802,3.0,5.2
37803,3.0,5.7
37804,3.0,3.5
37805,3.0,3.3
37806,2.0,7.0
37807,4.0,4.9
37811,,0.8
37821,,
37841,,
37851,,
37861,,
37871,,0.9
37881,,2.4
37901,,
37911,,1.1
37931,,1.3
37941,,0.9
37951,,1.0
37961,,2.3
37971,5.0,1.0
37972,3.0,7.7
37973,2.0,3.1
37974,3.0,10.5
37975,4.0,4.2
37976,5.0,3.5
37977,3.0,6.1
37978,2.0,4.7
4000111,8.0,1.6
4000112,10.0,4.1
4000121,10.0,4.7
4000122,10.0,4.7
4000123,,
4000124,,
4000131,12.0,3.1
4000132,14.0,2.8
4000133,13.0,3.0
4000134,14.0,4.4
4000135,13.0,4.7
4000211,,
4000212,,
4000213,,
4000214,,
4000221,,
4000222,,0.1
4000223,,
4000231,,
4000232,,
4000311,5.0,0.8
4000312,5.0,1.2
4000313,5.0,
4000321,,
4000322,5.0,0.8
4000323,5.0,
4000331,6.0,1.5
4000332,6.0,2.6
4000333,6.0,1.4
4000334,9.0,3.9
4000411,9.0,3.6
4000412,9.0,3.2
4000413,9.0,3.8
4000414,8.0,3.4
4000415,11.0,
4000416,11.0,1.5
4000417,11.0,3.6
4000421,11.0,2.0
4000422,10.0,4.2
4000423,10.0,5.1
4000424,10.0,4.0
4000425,9.0,0.6
4000426,9.0,4.2
4000431,,0.3
4000432,,
4000433,,
4000434,,0.1
4000511,17.0,5.3
4000512,16.0,3.2
4000513,17.0,3.1
4000514,19.0,2.9
4000521,14.0,1.8
4000522,14.0,1.8
4000523,16.0,1.6
4000524,16.0,2.2
4000525,17.0,3.4
4000526,15.0,3.3
4000527,8.0,2.1
4000528,14.0,3.9
4000531,13.0,4.2
4000532,14.0,3.5
4000533,17.0,3.7
4000611,10.0,2.8
4000612,10.0,2.0
4000613,9.0,3.1
4000621,11.0,3.7
4000622,10.0,3.0
4000623,11.0,3.2
4000631,7.0,4.0
4000632,7.0,2.7
4000633,6.0,1.5
4000634,6.0,1.5
4000641,7.0,3.1
4000642,6.0,3.4
4000643,8.0,1.8
4000644,8.0,0.7
4000711,5.0,1.9
4000712,9.0,4.0
4000713,6.0,5.1
4000714,12.0,4.8
4000715,12.0,0.8
4000721,13.0,3.8
4000722,13.0,3.1
4000723,13.0,4.9
4000731,11.0,2.4
4000732,12.0,4.1
4000733,13.0,2.7
4000811,14.0,3.7
4000812,,3.2
4000813,16.0,2.8
4000821,12.0,4.0
4000822,14.0,2.0
4000823,16.0,1.8
4000824,16.0,2.8
4000825,,
4000911,17.0,3.9
4000912,17.0,3.6
4000921,17.0,2.2
4000922,19.0,3.6
4000931,18.0,3.4
4000932,17.0,4.6
4000933,18.0,3.3
4000934,17.0,3.6
4000941,20.0,2.3
4000942,18.0,1.7
4000943,18.0,1.9
4000944,20.0,4.7
4000945,,
40011,3.0,5.7
40021,,
40031,,
40041,,
40051,,1.3
40061,,0.6
40071,,
40081,,
40091,,
40101,,
40111,,
40121,,
40131,,
40141,,
40151,,0.9
40171,,
40191,,
40211,,0.5
40221,,
40241,,
40251,,
40261,,0.5
40281,,
41001,11.0,6.5
41011,,0.6
42011,4.0,9.5
42031,3.0,3.0
42041,,
43011,,
43031,,
43041,,0.6
45011,,2.1
45021,4.0,1.7
45031,,
45511,,
47011,,0.6
47021,,
5000111,18.0,
5000112,18.0,3.9
5000113,19.0,5.1
5000114,17.0,5.3
5000115,19.0,3.1
5000121,17.0,3.8
5000122,18.0,3.6
5000123,18.0,3.9
5000124,19.0,4.4
5000125,17.0,4.5
5000131,19.0,2.4
5000132,19.0,3.5
5000133,16.0,4.9
5000134,17.0,3.5
5000135,,
5000136,,
5000211,20.0,4.9
5000212,17.0,5.1
5000213,17.0,2.9
5000214,18.0,3.0
5000215,14.0,4.2
5000216,16.0,2.7
5000221,19.0,
5000222,19.0,2.3
5000223,19.0,4.4
5000224,18.0,1.9
5000225,12.0,3.2
5000226,11.0,4.1
5000231,19.0,4.0
5000232,19.0,2.4
5000233,15.0,3.8
5000234,,
5000235,,
5000311,15.0,
5000312,15.0,2.5
5000313,15.0,2.0
5000314,16.0,4.3
5000315,17.0,4.2
5000316,15.0,1.8
5000317,15.0,2.0
5000321,15.0,1.6
5000322,15.0,1.6
5000323,16.0,3.9
5000324,15.0,2.3
5000325,14.0,3.6
5000326,14.0,2.6
5000331,14.0,
5000332,14.0,1.6
5000333,14.0,1.5
5000334,13.0,2.2
5000335,13.0,1.6
5000336,14.0,2.1
5000337,14.0,1.8
5000341,15.0,2.1
5000342,13.0,1.9
5000343,13.0,1.9
5000344,14.0,2.0
5000345,17.0,2.1
5000346,14.0,2.4
5000347,16.0,2.9
5000348,15.0,1.2
5000349,15.0,1.6
5000411,17.0,4.2
5000412,18.0,4.5
5000413,17.0,3.7
5000414,17.0,2.9
5000415,17.0,3.8
5000421,17.0,2.6
5000422,17.0,3.1
5000423,18.0,2.9
5000424,17.0,2.9
5000425,18.0,1.9
5000426,18.0,
5000431,16.0,2.8
5000432,17.0,3.5
5000433,17.0,2.8
5000434,,
5000435,15.0,0.8
5000436,15.0,1.9
5000437,,
5000511,13.0,1.2
5000512,13.0,2.1
5000513,12.0,2.2
5000514,13.0,2.7
5000515,15.0,3.4
5000516,14.0,3.9
5000517,15.0,3.1
5000521,12.0,1.7
5000522,12.0,1.8
5000523,12.0,1.4
5000531,13.0,
5000532,13.0,0.6
5000533,13.0,3.4
5000541,13.0,1.1
5000542,13.0,0.9
5000543,15.0,1.2
5000544,15.0,2.0
5000551,14.0,
5000552,14.0,0.6
5000553,14.0,1.2
5000554,14.0,1.0
5000555,16.0,2.0
5000556,14.0,
5000611,15.0,2.7
5000612,15.0,1.4
5000613,,
5000621,,
5000622,,0.8
5000623,,
5000624,,
5000625,,
5000711,13.0,1.1
5000712,13.0,1.7
5000713,13.0,
5000714,,
5000715,13.0,1.0
5000721,13.0,0.8
5000722,13.0,
5000723,13.0,2.9
5000724,,
5000725,4.0,2.0
5000731,10.0,1.8
5000732,6.0,3.2
5000733,10.0,1.2
5000734,7.0,2.6
5000735,7.0,2.7
5000736,5.0,3.9
5000741,7.0,2.7
5000742,7.0,
5000743,7.0,3.5
5000744,6.0,4.7
5000745,8.0,3.5
5000746,7.0,3.7
5000747,8.0,2.9
5000811,11.0,1.2
5000812,12.0,4.4
5000813,11.0,1.5
5000814,8.0,2.8
5000815,8.0,0.6
5000816,8.0,0.6
5000821,7.0,1.0
5000822,8.0,2.9
5000823,7.0,1.5
5000824,7.0,2.7
5000825,8.0,
5000826,8.0,0.9
5000831,7.0,
5000832,7.0,3.8
5000833,7.0,5.0
5000911,14.0,4.2
5000912,14.0,2.9
5000913,,
5000914,,
5000915,12.0,3.2
5000916,12.0,1.8
5000921,13.0,4.3
5000922,13.0,1.9
5000923,,0.7
5000924,10.0,1.2
5000925,10.0,3.3
5000926,10.0,3.2
5000927,12.0,4.7
5000928,9.0,
5000929,9.0,4.3
5000931,7.0,2.0
5000932,7.0,0.8
5000933,7.0,3.8
5000934,6.0,2.2
5000935,6.0,2.3
5000936,6.0,2.5
5000937,9.0,5.1
5000941,8.0,3.0
5000942,10.0,5.2
5000943,10.0,2.9
5000944,11.0,3.6
5000945,9.0,2.9
5000946,12.0,3.2
5000947,12.0,4.4
60001,4.0,4.7
60002,4.0,2.3
60003,7.0,4.7
60004,6.0,4.9
60005,5.0,5.2
60006,5.0,2.3
60007,5.0,4.0
60008,6.0,5.5
6100111,,
6100112,6.0,2.0
6100113,5.0,3.4
6100114,5.0,3.1
6100115,4.0,4.9
6100116,,
6100117,6.0,
6100121,8.0,3.0
6100122,7.0,3.9
6100123,6.0,6.1
6100211,5.0,4.9
6100212,4.0,3.8
6100213,5.0,2.7
6100214,5.0,3.4
6100221,5.0,3.3
6100222,5.0,4.8
6100223,5.0,6.3
6100231,11.0,2.9
6100232,8.0,5.7
6100233,7.0,5.1
6100311,7.0,5.4
6100312,5.0,3.6
6100313,6.0,3.4
6100314,11.0,3.5
6100315,8.0,4.6
6100321,4.0,4.8
6100322,4.0,6.4
6100323,5.0,6.0
6100411,5.0,6.1
6100412,5.0,1.7
6100413,5.0,5.4
6100414,4.0,2.8
6100415,4.0,3.8
6100421,,1.7
6100422,5.0,3.1
6100423,4.0,3.5
6100424,5.0,4.6
6100425,5.0,4.4
6100426,4.0,4.6
6100427,4.0,3.0
6200111,10.0,4.6
6200112,9.0,3.3
6200113,8.0,5.0
6200114,10.0,3.1
6200115,11.0,3.3
6200211,11.0,3.8
6200212,10.0,4.4
6200213,10.0,3.0
6200214,10.0,3.2
6200215,10.0,4.6
6200216,10.0,0.7
6200221,8.0,2.7
6200222,9.0,4.4
6200223,9.0,2.6
6200224,8.0,2.7
6200225,7.0,2.3
6200226,8.0,
6200227,8.0,2.4
6200228,8.0,1.1
6200311,9.0,3.7
6200312,10.0,2.5
6200313,8.0,3.4
6200314,10.0,4.0
6200315,10.0,3.5
6200316,10.0,2.4
6200321,9.0,3.1
6200322,10.0,5.2
6200411,9.0,3.9
6200412,8.0,4.3
6200413,7.0,3.9
6200421,9.0,5.2
6200422,8.0,2.2
6200423,9.0,2.6
6200511,10.0,3.0
6200512,10.0,3.1
6200513,9.0,2.7
6200514,11.0,3.2
6200521,11.0,3.5
6200522,9.0,4.4
6200523,11.0,3.5
630011,15.0,2.8
630012,15.0,6.0
630013,16.0,3.6
630021,14.0,4.2
630022,15.0,2.9
630023,15.0,3.8
630031,15.0,2.8
630032,14.0,2.7
630033,16.0,4.4
630034,15.0,4.1
630041,19.0,4.6
630042,16.0,3.2
630043,14.0,3.8
630044,15.0,3.2
640011,10.0,3.9
640012,12.0,4.1
640013,12.0,4.2
640021,19.0,4.5
640022,16.0,5.1
640023,17.0,3.8
640024,14.0,3.4
640031,12.0,1.9
640032,16.0,2.1
640033,13.0,3.0
640034,12.0,4.2
640035,13.0,3.7
640041,14.0,2.8
640042,15.0,3.0
640043,14.0,3.0
640044,17.0,2.8
640051,15.0,2.9
640052,19.0,2.4
640053,,
640054,14.0,5.1
640055,14.0,1.9
640056,14.0,3.6
640057,12.0,2.4
640061,,
640062,,
640063,17.0,2.4
640064,17.0,2.8
640065,19.0,3.3
640066,19.0,4.1
650011,11.0,3.9
650012,10.0,4.2
650013,12.0,4.3
650021,12.0,2.4
650022,,
650023,12.0,5.9
650024,10.0,4.2
650031,12.0,4.2
650032,11.0,5.4
650041,12.0,6.6
650042,14.0,2.6
650043,6.0,2.6
650044,12.0,4.0
650045,12.0,3.7
650051,11.0,4.0
650052,12.0,3.6
650053,10.0,4.3
650061,12.0,3.7
650062,7.0,2.7
650063,7.0,3.3
650064,6.0,3.9
650065,6.0,
6600111,,
6600112,,
6600113,,
6600114,10.0,1.1
6600115,10.0,
6600211,12.0,4.2
6600212,10.0,4.1
6600213,11.0,4.8
6600214,12.0,4.4
6600215,9.0,2.0
6600216,11.0,3.0
6600221,12.0,1.8
6600222,12.0,1.9
6600223,12.0,3.0
6600224,10.0,2.3
6600225,10.0,4.2
6600311,13.0,2.3
6600312,13.0,2.3
6600313,12.0,3.5
6600314,10.0,2.9
6600321,12.0,3.5
6600322,13.0,2.3
6600323,12.0,3.8
6600324,11.0,3.8
6600331,12.0,2.7
6600332,11.0,2.0
6600333,12.0,2.7
6600334,11.0,2.2
6600335,13.0,4.3
6600411,11.0,1.3
6600412,11.0,3.4
6600413,13.0,4.2
6600414,14.0,2.6
6600415,14.0,1.9
6600416,13.0,6.0
6600421,,
6600422,13.0,2.6
6600423,12.0,2.9
6600424,13.0,2.3
6600425,11.0,3.4
6600426,11.0,3.0
6600427,11.0,4.5
6600511,,
6600512,7.0,4.3
6600513,7.0,1.4
6600514,8.0,4.4
6600521,11.0,4.3
6600522,12.0,3.2
6600523,11.0,4.1
6600611,10.0,4.3
6600612,11.0,2.6
6600613,12.0,2.3
6600614,11.0,4.5
6600615,8.0,3.0
6600621,7.0,5.5
6600622,9.0,4.1
6600623,11.0,3.8
6600624,11.0,3.6
6600625,10.0,3.6
6600626,9.0,4.3
670011,10.0,5.7
670012,8.0,4.6
670013,7.0,2.6
670014,7.0,1.2
670015,7.0,1.3
670021,9.0,4.9
670022,9.0,1.7
670023,8.0,2.7
670024,9.0,2.0
670025,9.0,2.9
670031,6.0,3.2
670032,6.0,2.3
670033,6.0,1.8
670034,6.0,2.1
670035,,
670036,6.0,2.5
680011,14.0,5.4
680012,7.0,3.7
680013,8.0,4.5
680014,9.0,4.5
680021,10.0,5.9
680022,12.0,5.0
680023,10.0,4.4
680024,10.0,4.6
680025,11.0,5.8
680031,9.0,3.4
680032,9.0,3.2
680033,,
690011,9.0,3.4
690012,10.0,5.1
690013,14.0,4.3
690014,,
690015,15.0,2.2
690016,15.0,1.7
690021,11.0,3.1
690022,16.0,5.4
690031,15.0,3.0
690032,16.0,2.8
690033,15.0,2.4
690034,15.0,3.6
690035,15.0,1.9
690036,14.0,3.2
690037,15.0,3.5
690041,15.0,3.5
690042,15.0,2.2
690043,14.0,3.1
690044,12.0,5.5
690045,15.0,2.2
690051,14.0,4.6
690052,14.0,3.2
690053,14.0,3.6
690054,14.0,3.4
690055,12.0,2.9
690056,13.0,2.9
700011,,
700012,3.0,5.2
700013,7.0,6.3
700014,6.0,4.1
700015,3.0,3.9
700021,12.0,3.2
700022,7.0,3.5
700023,10.0,4.0
700024,11.0,3.3
700025,11.0,3.0
700031,9.0,2.1
700032,9.0,4.6
700041,6.0,3.0
700042,7.0,5.9
700043,6.0,1.9
700044,2.0,3.5
700051,10.0,3.7
700052,11.0,2.8
700053,10.0,3.3
700054,11.0,2.2
7100111,,
7100112,12.0,5.1
7100113,12.0,6.6
7100114,12.0,4.7
7100121,,0.7
7100122,13.0,3.9
7100123,13.0,4.2
7100124,13.0,3.9
7100125,11.0,4.4
7100126,11.0,3.0
7100127,11.0,1.0
7100211,10.0,4.9
7100212,11.0,6.2
7100213,9.0,5.4
7100214,10.0,3.0
7100215,10.0,3.3
7100221,9.0,4.2
7100222,9.0,1.1
7100223,9.0,2.2
7100224,,
7100225,7.0,4.1
7100226,7.0,3.5
7100311,10.0,4.1
7100312,,
7100313,7.0,4.3
7100314,6.0,5.6
7100315,6.0,2.2
7100316,7.0,4.3
7100321,9.0,5.7
7100322,7.0,4.0
7100323,8.0,5.0
7100324,,
72001,7.0,4.0
72002,15.0,3.5
72003,11.0,3.3
72004,11.0,4.5
72005,16.0,2.9
72006,17.0,3.6
72007,12.0,5.7
72008,13.0,5.3
72009,,
720010,,
720011,12.0,3.4
730011,12.0,2.1
730012,4.0,5.8
730013,5.0,4.9
730014,5.0,1.2
730015,5.0,5.9
730021,4.0,1.6
730022,4.0,3.1
730023,8.0,3.1
730031,3.0,3.3
730032,7.0,5.1
730033,8.0,2.7
730034,7.0,4.7
730035,7.0,6.6
730041,6.0,4.9
730042,4.0,3.2
730043,4.0,3.2
730044,9.0,2.2
730045,9.0,8.1
7400111,11.0,0.8
7400112,11.0,3.1
7400113,7.0,4.9
7400114,13.0,6.2
7400115,14.0,10.2
7400121,,
7400122,,
7400123,,0.0
7400211,6.0,4.4
7400212,8.0,3.7
7400213,11.0,2.7
7400221,6.0,4.3
7400222,11.0,2.2
7400223,11.0,3.9
7400231,9.0,4.9
7400232,11.0,3.6
7400233,11.0,3.2
7400241,10.0,4.8
7400242,11.0,2.6
7400243,11.0,3.2
7400311,8.0,2.9
7400312,9.0,2.2
7400313,9.0,2.9
7400321,11.0,3.4
7400322,12.0,4.7
7400323,14.0,3.3
7400324,11.0,2.2
7400331,10.0,2.4
7400332,9.0,2.4
7400333,10.0,3.4
7400334,11.0,3.0
7400341,11.0,4.4
7400342,11.0,3.2
7400343,10.0,2.7
7400351,11.0,5.0
7400352,10.0,7.4
7400353,13.0,1.0
7400354,13.0,1.7
7400355,13.0,1.0
7400411,13.0,1.7
7400412,13.0,0.8
7400413,13.0,2.5
7400414,,
7400421,9.0,4.0
7400422,4.0,4.4
7400431,6.0,5.6
7400432,6.0,2.1
7400511,7.0,3.2
7400512,7.0,1.8
7400513,10.0,3.5
7400521,9.0,4.2
7400522,7.0,3.8
7400523,11.0,4.1
7400531,,
7400532,15.0,4.1
7400533,16.0,4.1
7400534,15.0,2.7
75001,4.0,4.4
75002,4.0,3.8
75003,5.0,2.5
75004,6.0,2.8
75005,4.0,3.0
75006,4.0,4.8
75007,5.0,3.6
760011,9.0,2.2
760012,10.0,3.8
760013,8.0,5.7
760014,9.0,3.1
760015,9.0,1.1
760021,9.0,3.1
760022,9.0,1.2
760023,7.0,3.9
760024,6.0,2.9
760025,6.0,1.7
760026,4.0,2.8
760031,8.0,2.6
760032,9.0,6.2
760033,3.0,3.6
760034,9.0,0.9
760035,9.0,1.3
770011,12.0,3.2
770012,11.0,2.1
770013,8.0,3.7
770014,,
770015,5.0,3.8
770016,6.0,3.8
770017,,
770018,8.0,
770021,11.0,5.0
770022,,
770023,10.0,5.5
770024,9.0,4.0
770025,9.0,4.8
770026,11.0,4.2
78001,,
78002,14.0,3.6
78003,13.0,4.1
78004,14.0,1.2
78005,13.0,3.1
78006,14.0,2.6
78007,11.0,3.7
78008,10.0,4.5
78009,10.0,5.1
780010,10.0,2.5
7900111,,
7900112,10.0,4.7
7900113,11.0,11.7
7900114,11.0,3.8
7900115,13.0,2.0
7900121,18.0,4.1
7900122,15.0,4.9
7900123,17.0,3.4
7900124,,
7900125,,
7900126,,
7900127,12.0,2.1
7900128,,
7900131,18.0,3.8
7900132,11.0,0.8
7900133,13.0,2.4
7900134,11.0,2.2
7900141,11.0,1.5
7900142,11.0,1.4
7900143,12.0,3.0
7900144,11.0,2.3
7900145,11.0,3.4
7900146,11.0,1.5
7900211,15.0,11.0
7900212,17.0,2.5
7900213,17.0,1.3
7900221,16.0,2.5
7900222,13.0,3.0
7900223,16.0,3.2
7900224,13.0,3.3
7900231,14.0,5.9
7900232,13.0,3.1
7900233,13.0,2.9
7900234,11.0,3.3
7900235,11.0,2.4
7900236,13.0,3.2
7900311,10.0,5.1
7900312,10.0,4.8
7900313,10.0,4.2
7900321,11.0,4.6
7900322,11.0,2.4
7900323,11.0,3.1
7900324,12.0,3.5
7900411,11.0,1.8
7900412,11.0,2.8
7900413,10.0,2.0
7900414,9.0,4.0
7900415,9.0,2.5
7900421,9.0,3.0
7900422,13.0,2.3
7900423,11.0,4.6
7900424,13.0,4.0
7900431,11.0,2.4
7900432,10.0,2.9
7900433,11.0,3.8
7900434,10.0,1.4
7900511,10.0,1.2
7900512,10.0,3.0
7900513,5.0,3.4
7900514,10.0,0.8
7900515,10.0,1.6
7900516,10.0,1.1
7900521,12.0,4.2
7900522,11.0,4.4
7900523,6.0,4.2
7900524,8.0,4.6
80001,12.0,3.6
80002,6.0,4.3
80003,6.0,0.9
80004,6.0,3.5
80005,5.0,4.0
80006,3.0,4.8
80007,8.0,3.8
80008,11.0,4.2
80009,,
800010,12.0,
800011,8.0,0.4
820011,13.0,4.6
820012,14.0,3.4
820013,12.0,3.6
820014,12.0,3.6
820021,12.0,4.4
820022,10.0,5.5
820023,10.0,2.1
820031,11.0,1.9
820032,11.0,2.0
820033,11.0,3.2
820034,12.0,3.9
8300111,,
8300112,,
8300113,14.0,2.8
8300114,11.0,5.4
8300115,11.0,4.4
8300116,10.0,4.3
8300117,11.0,4.0
8300121,11.0,4.3
8300122,11.0,3.3
8300123,10.0,3.0
8300124,11.0,2.5
8300125,10.0,5.0
8300126,10.0,5.4
8300211,13.0,4.0
8300212,11.0,5.1
8300213,10.0,4.2
8300214,14.0,5.0
8300215,14.0,4.7
8300221,11.0,5.3
8300222,12.0,2.9
8300223,13.0,4.1
8300224,12.0,2.6
8300225,12.0,3.4
8300311,9.0,3.4
8300312,11.0,3.6
8300313,12.0,5.3
8300314,12.0,4.2
8300315,11.0,3.2
8300411,15.0,0.9
8300412,15.0,5.4
8300413,12.0,4.7
8300421,13.0,4.2
8300422,12.0,3.6
8300423,13.0,3.8
8300424,14.0,3.9
8300425,12.0,3.1
8300426,12.0,4.8
8300427,,
8300511,5.0,5.4
8300512,7.0,3.6
8300513,7.0,3.1
8300514,15.0,4.2
8300515,13.0,2.5
8300516,15.0,3.7
8300521,12.0,3.0
8300522,12.0,4.8
8300523,12.0,3.2
8300524,14.0,3.4
8300531,14.0,5.0
8300532,12.0,2.2
8300533,13.0,4.9
8300534,13.0,6.4
8300611,15.0,2.8
8300612,14.0,2.7
8300613,,
8300614,14.0,3.6
8300615,13.0,5.2
8300616,12.0,4.0
8300617,13.0,5.5
8300621,,
8300622,,
8300623,13.0,2.4
8300624,11.0,5.1
8300625,11.0,
8400111,,
8400112,17.0,1.6
8400113,,0.6
8400114,17.0,4.2
8400115,14.0,3.3
8400116,13.0,4.1
8400117,10.0,5.1
8400121,13.0,3.8
8400122,16.0,3.6
8400123,16.0,1.1
8400124,13.0,3.0
8400211,11.0,3.6
8400212,9.0,2.1
8400213,14.0,4.2
8400214,17.0,2.8
8400221,10.0,1.3
8400222,10.0,7.0
8400231,11.0,2.4
8400232,9.0,4.4
8400311,14.0,1.2
8400312,14.0,3.9
8400313,9.0,2.7
8400321,10.0,4.3
8400322,10.0,4.8
8400411,12.0,3.6
8400412,14.0,2.2
8400413,14.0,4.6
8400414,16.0,4.0
8400421,14.0,3.5
8400422,14.0,0.8
8400423,,
8400424,14.0,2.4
8400425,9.0,3.5
8400431,12.0,4.5
8400432,5.0,6.0
8400433,5.0,0.8
850011,,2.6
850012,11.0,3.0
850013,10.0,3.4
850014,5.0,3.9
850015,4.0,1.5
850016,4.0,0.5
850017,5.0,3.9
850021,6.0,2.6
850022,8.0,4.0
850023,10.0,2.2
850024,10.0,4.3
850031,10.0,3.3
850032,5.0,3.4
850033,6.0,2.9
850034,6.0,3.3
850035,4.0,3.7
850041,6.0,0.9
850042,6.0,4.5
850043,7.0,4.8
850044,9.0,3.1
850045,2.0,3.8
8600111,,
8600112,15.0,4.0
8600113,13.0,2.8
8600114,12.0,5.4
8600115,12.0,2.4
8600116,13.0,3.5
8600121,13.0,3.1
8600122,13.0,1.7
8600123,13.0,3.3
8600124,14.0,
8600125,14.0,2.0
8600131,15.0,2.3
8600132,14.0,3.2
8600133,14.0,5.6
8600134,12.0,3.4
8600135,12.0,2.9
8600136,13.0,4.8
8600137,13.0,1.8
8600138,13.0,4.0
8600211,12.0,2.5
8600212,13.0,3.1
8600213,13.0,2.9
8600214,12.0,2.2
8600215,14.0,5.0
8600216,14.0,4.3
8600221,12.0,3.3
8600222,14.0,5.1
8600223,13.0,3.9
8600224,14.0,4.0
8600225,14.0,3.2
8600311,13.0,3.1
8600312,16.0,4.3
8600313,13.0,3.4
8600314,12.0,2.5
8600321,12.0,4.4
8600322,10.0,2.8
8600323,,0.8
8600324,14.0,5.4
8600325,13.0,4.5
8600411,17.0,5.9
8600412,11.0,5.6
8600413,17.0,
8600414,19.0,2.6
8600415,,0.5
8600416,19.0,1.8
8600417,,
870011,,
870012,17.0,2.4
870013,17.0,3.1
870014,16.0,2.8
870015,18.0,2.1
870016,17.0,3.0
870017,14.0,3.3
870018,14.0,2.6
870019,16.0,2.5
870021,15.0,2.4
870022,13.0,3.2
870023,10.0,2.8
870024,15.0,3.3
870025,17.0,3.5
870026,11.0,2.9
870027,16.0,3.6
870028,16.0,2.7
870031,17.0,6.0
870032,18.0,3.6
870033,15.0,3.7
870034,14.0,3.7
870035,16.0,3.1
870036,16.0,2.2
88001,4.0,6.1
88002,4.0,4.9
88003,5.0,2.0
88004,5.0,4.1
88005,5.0,2.5
88006,7.0,2.3
88007,7.0,4.1
88008,5.0,4.1
88009,7.0,3.6
880010,7.0,2.0
89001,5.0,4.4
89002,4.0,1.7
89003,5.0,3.0
89004,5.0,3.0
89005,4.0,4.3
89006,4.0,1.9
89007,6.0,8.6
89008,4.0,1.2
9000111,6.0,2.7
9000112,7.0,2.8
9000113,6.0,1.8
9000121,6.0,4.1
9000122,8.0,1.5
9000123,8.0,1.3
9000131,8.0,2.4
9000132,7.0,3.3
9000133,7.0,1.6
9000211,11.0,3.8
9000212,8.0,4.7
9000213,10.0,2.6
9000214,10.0,5.0
9000215,10.0,1.9
9000216,10.0,3.8
9000221,9.0,3.1
9000222,7.0,3.2
9000223,12.0,2.7
9000224,8.0,2.2
9000225,7.0,3.8
9000226,7.0,1.6
9000234,12.0,2.8
9000311,9.0,3.6
9000312,11.0,4.8
9000313,11.0,3.2
9000314,,
9000411,11.0,1.0
9000412,11.0,2.6
9000413,10.0,7.1
9000414,12.0,6.6
9000415,12.0,6.5
9000421,13.0,5.7
9000422,13.0,5.0
9000423,12.0,4.5
9000431,13.0,2.9
9000432,8.0,3.9
9000433,8.0,1.7
9000434,8.0,4.3
9000511,9.0,2.3
9000512,9.0,3.4
9000513,12.0,3.3
9000521,9.0,2.6
9000522,9.0,2.9
9000523,9.0,3.3
9000611,12.0,3.7
9000612,9.0,3.0
9000613,12.0,4.5
9000614,9.0,2.2
9000621,,
9000622,9.0,
9000623,9.0,1.3
9000631,10.0,4.8
9000632,8.0,4.3
9000633,10.0,2.5
9000634,,1.4
9000641,11.0,2.9
9000642,12.0,4.4
9000643,14.0,4.9
9000644,17.0,1.4
9000645,13.0,8.6
910011,,
910012,,
910013,11.0,5.5
910014,6.0,2.9
910021,7.0,5.0
910022,7.0,1.8
910023,10.0,4.6
910024,10.0,3.4
910031,13.0,4.0
910032,12.0,4.3
